,age,reputation,stat_overall,stat_potential,stat_skill_moves,continent_africa,continent_asia,continent_europe,continent_oceania,continent_south america,contract_until_2018,contract_until_2019,contract_until_2020,contract_until_2021,contract_until_2022,contract_until_2023,contract_until_2024,contract_until_2025,contract_until_2026,position_DF,position_GK,position_MF,position_ST,prefer_foot_left,prefer_foot_right,value
1690,22,1.0,73,78,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,15.520258832020865
1691,29,2.0,73,73,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,15.176487367510099
1692,28,1.0,73,73,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,15.226497775576945
1693,24,1.0,73,78,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,15.520258832020865
1694,21,1.0,73,83,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,15.687312888712007
1695,28,1.0,73,73,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,14.978661680269907
1696,27,2.0,73,73,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,15.250595321348806
1697,21,1.0,73,82,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,15.520258832020865
1698,25,2.0,73,75,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,15.38412668421143
1699,24,1.0,73,78,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,15.319588176962746
1700,31,1.0,73,73,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14.690979711984754
1701,27,1.0,73,75,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15.176487367510099
1702,27,2.0,73,73,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,15.274125813221904
1703,21,1.0,73,80,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,15.404745967162468
1704,27,1.0,73,74,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,15.319588176962746
1705,31,1.0,73,73,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,15.096444681204078
1706,24,1.0,73,78,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,15.319588176962746
1707,21,1.0,73,79,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,15.520258832020865
1708,20,1.0,73,81,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,15.424948670398354
1709,30,1.0,73,73,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,14.914123179965662
1710,22,1.0,73,82,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15.520258832020865
1711,32,1.0,73,73,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,14.946912992035967
1712,30,1.0,73,73,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,14.914123179965662
1713,23,1.0,73,79,4.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,15.520258832020865
1714,25,1.0,73,75,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,15.424948670398354
1715,28,1.0,73,75,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,15.009433329466965
1716,25,1.0,73,77,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,15.274125813221904
1717,22,1.0,73,84,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,15.607270193858982
1718,29,2.0,73,74,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14.946912992035967
1719,24,1.0,73,77,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,15.29711532616119
1720,29,1.0,73,73,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,15.176487367510099
1721,30,1.0,73,73,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,14.88022163978423
1722,22,1.0,73,82,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,15.363073279446223
1723,28,2.0,73,73,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,15.201805169084134
1724,22,1.0,73,80,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,15.520258832020865
1725,32,1.0,73,73,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,14.946912992035967
1726,31,1.0,73,73,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,14.77102238760702
1727,28,1.0,73,74,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15.096444681204078
1728,31,2.0,73,73,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,15.068273812173887
1729,28,1.0,73,73,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,14.978661680269907
1730,29,1.0,73,75,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,14.978661680269907
1731,23,1.0,73,80,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,15.520258832020865
1732,32,2.0,73,73,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,14.946912992035967
1733,27,1.0,73,73,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,15.226497775576945
1734,23,1.0,73,79,3.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15.520258832020865
1735,34,2.0,73,73,4.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,14.508658238524095
1736,22,1.0,73,79,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,15.520258832020865
1737,21,1.0,73,81,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,15.424948670398354
1738,30,1.0,73,73,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14.77102238760702
1739,30,1.0,73,73,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,14.914123179965662
1740,34,1.0,73,73,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,14.285514812209815
1741,28,1.0,73,73,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,15.201805169084134
1742,26,1.0,73,75,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,15.201805169084134
1743,22,1.0,73,80,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,15.226497775576945
1744,23,1.0,73,78,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,15.319588176962746
1745,27,2.0,73,73,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,15.250595321348806
1746,20,1.0,73,84,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,15.76142084987672
1747,26,1.0,73,75,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,15.38412668421143
1748,31,1.0,73,73,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,14.80876270134486
1749,28,1.0,73,73,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,14.978661680269907
1750,30,1.0,73,73,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,15.176487367510099
1751,26,1.0,73,73,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,15.274125813221904
1752,32,1.0,73,73,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,14.648420115681892
1753,29,1.0,73,73,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,14.946912992035967
1754,24,1.0,73,78,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,15.520258832020865
1755,23,1.0,73,81,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,15.424948670398354
1756,22,1.0,73,80,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,15.520258832020865
1757,30,2.0,73,73,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,15.176487367510099
1758,29,2.0,73,73,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,15.201805169084134
1759,29,1.0,73,73,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,14.946912992035967
1760,28,1.0,73,73,4.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,15.201805169084134
1761,25,1.0,73,75,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,15.404745967162468
1762,26,1.0,73,77,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,15.096444681204078
1763,37,2.0,73,73,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,12.506180941677357
1764,29,1.0,73,73,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,14.946912992035967
1765,31,1.0,73,73,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,15.096444681204078
1766,28,1.0,73,73,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,14.978661680269907
1767,37,1.0,73,73,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,12.506180941677357
1768,31,1.0,73,73,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,15.096444681204078
1769,31,2.0,73,73,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,15.039286283703994
1770,34,1.0,73,73,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,13.910821646859095
1771,31,1.0,73,73,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14.690979711984754
1772,30,1.0,73,73,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,15.150511887854474
1773,26,1.0,73,74,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,15.176487367510099
1774,27,1.0,73,74,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,15.150511887854474
1775,22,1.0,73,80,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,15.520258832020865
1776,21,1.0,73,81,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,15.607270193858982
1777,23,1.0,73,80,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,15.38412668421143
1778,25,1.0,73,77,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,15.424948670398354
1779,27,2.0,73,73,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,15.226497775576945
1780,26,1.0,73,73,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,15.274125813221904
1781,34,1.0,73,73,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13.910821646859095
1782,29,1.0,73,73,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,14.946912992035967
1783,26,1.0,73,73,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,15.274125813221904
1784,39,2.0,73,73,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,12.506180941677357
1785,33,2.0,73,73,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,14.285514812209815
1786,21,1.0,73,82,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,15.607270193858982
1787,29,1.0,73,73,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,14.914123179965662
1788,26,1.0,73,75,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,15.201805169084134
1789,26,1.0,73,76,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,15.068273812173887
1790,26,1.0,73,77,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,15.274125813221904
1791,22,1.0,73,80,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,15.520258832020865
1792,34,2.0,73,73,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,14.45736497045232
1793,35,1.0,73,73,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,14.403297778421795
1794,27,1.0,73,75,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,14.978661680269907
1795,29,1.0,73,73,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,14.946912992035967
1796,27,1.0,73,74,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15.150511887854474
1797,23,2.0,73,77,5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,15.424948670398354
1798,26,1.0,73,75,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,15.404745967162468
1799,33,1.0,73,73,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,14.508658238524095
1800,33,1.0,73,73,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,14.690979711984754
1801,28,2.0,73,73,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,14.978661680269907
1802,30,1.0,73,73,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,15.150511887854474
1803,32,2.0,73,73,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,14.978661680269907
1804,28,2.0,73,73,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,14.978661680269907
1805,33,1.0,73,73,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14.285514812209815
1806,29,1.0,73,73,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,14.946912992035967
1807,23,1.0,73,79,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,15.520258832020865
1808,25,1.0,73,76,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,15.424948670398354
1809,36,1.0,73,73,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,13.217675375388819
1810,29,2.0,73,73,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,14.946912992035967
1811,29,1.0,73,73,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,14.946912992035967
1812,21,1.0,73,83,4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,15.687312888712007
1813,34,2.0,73,73,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,14.508658238524095
1814,26,1.0,73,73,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15.068273812173887
1815,26,1.0,73,74,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,15.363073279446223
1816,25,1.0,73,76,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15.226497775576945
1817,29,1.0,73,73,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,15.201805169084134
1818,31,2.0,73,73,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,14.80876270134486
1819,31,2.0,73,73,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,15.068273812173887
1820,31,1.0,73,73,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,14.80876270134486
1821,34,1.0,73,73,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,14.508658238524095
1822,35,1.0,73,73,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,14.403297778421795
1823,26,1.0,73,73,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15.068273812173887
1824,25,1.0,73,78,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15.319588176962746
1825,23,1.0,73,79,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,15.520258832020865
1826,28,1.0,73,75,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,15.009433329466965
1827,24,1.0,73,78,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15.319588176962746
1828,28,1.0,73,73,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,14.978661680269907
1829,28,1.0,73,73,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,15.201805169084134
1830,31,3.0,73,73,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,15.096444681204078
1831,36,1.0,72,72,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,13.790193775620484
1832,20,1.0,72,80,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,15.201805169084134
1833,33,1.0,72,72,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,13.997832948091215
1834,26,1.0,72,75,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,15.176487367510099
1835,25,1.0,72,77,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,15.068273812173887
1836,22,1.0,72,78,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,15.096444681204078
1837,25,1.0,72,75,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,15.009433329466965
1838,30,1.0,72,72,3.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14.88022163978423
1839,24,1.0,72,75,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,15.176487367510099
1840,29,2.0,72,72,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,14.690979711984754
1841,23,1.0,72,77,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,15.250595321348806
1842,20,1.0,72,82,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,15.274125813221904
1843,35,1.0,72,72,3.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14.151983508870947
1844,28,2.0,72,72,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,14.978661680269907
1845,21,1.0,72,80,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,15.201805169084134
1846,26,1.0,72,72,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,14.77102238760702
1847,32,1.0,72,72,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,14.403297778421795
1848,32,1.0,72,72,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,14.731801689838349
1849,24,1.0,72,79,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,15.123843647884687
1850,28,1.0,72,72,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,14.731801689838349
1851,25,1.0,72,75,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,15.009433329466965
1852,24,1.0,72,79,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,15.123843647884687
1853,35,1.0,72,72,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,13.493928313146206
1854,21,1.0,72,81,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,15.38412668421143
1855,31,1.0,72,72,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,14.845130332288226
1856,26,1.0,72,73,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,15.123843647884687
1857,26,1.0,72,73,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,15.123843647884687
1858,32,1.0,72,72,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,14.690979711984754
1859,18,1.0,72,88,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,15.687312888712007
1860,23,1.0,72,77,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,15.250595321348806
1861,24,1.0,72,76,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,15.039286283703994
1862,30,2.0,72,72,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,14.88022163978423
1863,30,1.0,72,72,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,14.88022163978423
1864,36,1.0,72,72,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12.959846800844963
1865,22,1.0,72,78,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,15.274125813221904
1866,29,1.0,72,73,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14.690979711984754
1867,31,1.0,72,72,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,14.557448378884015
1868,25,1.0,72,76,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,15.176487367510099
1869,24,1.0,72,76,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,15.226497775576945
1870,38,1.0,72,72,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,12.25486757159303
1871,23,1.0,72,78,4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,15.274125813221904
1872,33,2.0,72,72,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,14.45736497045232
1873,35,2.0,72,72,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.493928313146206
1874,27,1.0,72,72,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,14.978661680269907
1875,34,1.0,72,72,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13.76421831620775
1876,21,1.0,72,81,4.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,15.38412668421143
1877,26,1.0,72,72,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,14.80876270134486
1878,27,1.0,72,72,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,15.009433329466965
1879,31,1.0,72,72,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,14.557448378884015
1880,30,1.0,72,72,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,14.88022163978423
1881,34,2.0,72,72,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,14.285514812209815
1882,26,1.0,72,74,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,15.123843647884687
1883,25,1.0,72,75,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,14.845130332288226
1884,23,1.0,72,79,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,15.29711532616119
1885,21,1.0,72,79,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,15.319588176962746
1886,30,2.0,72,72,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,14.914123179965662
1887,27,1.0,72,73,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,14.88022163978423
1888,30,1.0,72,72,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,14.88022163978423
1889,30,1.0,72,72,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,14.88022163978423
1890,25,1.0,72,73,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,15.123843647884687
1891,34,1.0,72,72,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13.76421831620775
1892,30,2.0,72,72,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,14.603968372873895
1893,30,1.0,72,72,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,14.648420115681892
1894,29,1.0,72,73,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14.80876270134486
1895,27,1.0,72,72,4.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,15.009433329466965
1896,21,1.0,72,80,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,15.341567078850604
1897,37,1.0,72,72,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,12.25486757159303
1898,28,2.0,72,72,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,14.978661680269907
1899,30,1.0,72,72,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,14.648420115681892
1900,27,1.0,72,75,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,14.77102238760702
1901,25,1.0,72,75,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,15.009433329466965
